destination_id,destination_name,region,category,popularity,best_time,Type,Zone,time needed to visit in hrs,Google review rating,budget
285,Tawang Monastery,Arunachal Pradesh,religious,3.63,oct-feb,Monastery,north eastern,2,4.7,medium
286,Ujjayanta Palace,Tripura,historical,3.56,nov-feb,Palace,north eastern,1.5,4.5,medium
287,Dumboor Lake,Tripura,nature,4.38,oct-feb,Lake,north eastern,1,4.5,low
288,Unakoti Rock Carvings,Tripura,historical,3.84,oct-mar,Rock Carvings,north eastern,1.5,4.5,medium
289,Chitrakote Falls,Chhattisgarh,nature,3.54,oct-feb,Waterfall,central,1.5,4.6,medium
290,DzÃ£Â¼Kou Valley,Delhi,historical,3.6,nov-feb,War Memorial,northern,0.5,4.6,low
291,Promenade Beach,Puducherry,nature,4.05,oct-feb,Beach,southern,1,4.5,low
292,Auroville,Puducherry,city,3.8,oct-mar,Township,southern,2,4.1,medium
293,Paradise Beach,Puducherry,nature,3.75,oct-feb,Beach,southern,1,4.5,low
294,Cellular Jail,Andaman and Nicobar Islands,city,4.2,sep-mar,Landmark,,1.5,4.7,medium
295,Radhanagar Beach,Andaman and Nicobar Islands,nature,3.65,sep-mar,Beach,,1,4.8,low
296,Bharatpur Beach,Andaman and Nicobar Islands,nature,4.11,oct-feb,Beach,,1,4.5,low
297,Limestone Caves,Andaman and Nicobar Islands,nature,4.58,nov-feb,Natural Feature,,1.5,4.4,medium
298,Naida Caves,Daman and Diu,nature,4.47,oct-feb,Cave,,1,4.5,low
299,Diu Fort,Daman and Diu,historical,3.89,sep-mar,Fort,,1.5,4.6,medium
300,Baba Baidyanath Temple,Jharkhand,religious,3.95,sep-mar,Temple,eastern,1,4.7,low
301,Pahari Mandir,Jharkhand,religious,3.73,oct-feb,Temple,eastern,1,4.6,low
302,Mahabodhi Temple,Bihar,religious,4.75,sep-mar,Temple,eastern,1.5,4.7,low
303,Sanjay Gandhi Biological Park,Bihar,wildlife,3.7,oct-mar,Zoo,eastern,2.5,4.3,medium
304,Takhat Shri Harimandir Ji Patna Sahib,Bihar,religious,4.53,sep-mar,Gurudwara,eastern,1,4.7,low
305,Budhha Smriti Park,Bihar,city,4.72,oct-mar,Park,eastern,1,4.4,low
306,Kingdom Of Dreams,Haryana,entertainment,3.98,nov-feb,Entertainment,northern,3,4.4,high
307,Ambience Mall,Haryana,entertainment,4.42,oct-feb,Mall,northern,2,4.6,medium
308,Dlf Cyberhub,Haryana,entertainment,3.9,sep-mar,Commercial Complex,northern,2,4.7,medium
309,Gurudwara Bangla Sahib,Delhi,religious,4.12,nov-feb,Gurudwara,northern,1,4.8,low
310,Kedarnath,Uttarakhand,religious,4.35,sep-mar,Temple,northern,1.5,4.8,low
311,Dlf Mall Of India,Uttar Pradesh,entertainment,3.91,oct-mar,Mall,northern,2,4.6,medium
312,The Grand Venice Mall,Uttar Pradesh,entertainment,4.01,sep-mar,Mall,northern,2,4.2,medium
313,Nandankanan Zoological Park,Odisha,wildlife,4.77,oct-feb,Zoo,eastern,3,4.4,medium
314,Orion Mall,Karnataka,entertainment,3.67,nov-feb,Mall,southern,2,4.5,medium
315,Inorbit Mall Cyberabad,Telangana,entertainment,4.36,nov-feb,Mall,southern,2,4.5,medium
316,Jama Masjid,Delhi,religious,4.22,oct-mar,Mosque,northern,1,4.5,low
317,Buddh International Circuit,Uttar Pradesh,city,3.78,oct-feb,Race Track,northern,2,4.6,medium
318,Phoenix Palassio,Uttar Pradesh,entertainment,4.23,sep-mar,Mall,northern,2,4.6,medium
319,Lulu International Shopping Mall,Kerala,entertainment,4.18,nov-feb,Mall,southern,3,4.6,medium
320,Rail Museum,Delhi,cultural,3.54,oct-feb,Museum,northern,2,4.4,medium
321,Living Root Bridge,Meghalaya,nature,4.79,oct-feb,Natural Feature,north eastern,2,4.6,medium
322,Akshardham,Gujarat,religious,4.51,sep-mar,Temple,western,3,4.6,low
323,Agra Fort,Uttar Pradesh,historical,3.94,nov-feb,Fort,northern,2,4.5,medium
324,Madhya Pradesh Tribal Museum,Madhya Pradesh,cultural,4.5,nov-feb,Museum,central,2,4.7,medium
325,Albert Hall Museum,Rajasthan,cultural,3.59,nov-feb,Museum,western,2,4.5,medium
326,Hampi Bazaar,karnataka,city,4.4,oct-mar,market,southern,2,4.4,medium
327,Virupaksha Temple,karnataka,religious,4.8,oct-mar,temple,southern,2,4.7,low
328,Chikmagalur Coffee Estates,karnataka,city,4.3,sep-mar,plantation,southern,3,4.6,medium
329,Agumbe Rainforest,karnataka,city,4.1,sep-feb,rainforest,southern,4,4.6,medium
330,Kudremukh National Park,karnataka,wildlife,4.5,oct-mar,national park,southern,5,4.7,medium
331,Bannerghatta Biological Park,karnataka,wildlife,4.6,oct-mar,zoo,southern,4,4.4,medium
332,Nandi Hills,karnataka,nature,4.7,sep-mar,hill,southern,3,4.5,medium
333,Savandurga Hill,karnataka,nature,4.2,oct-mar,hill,southern,4,4.5,medium
334,Coorg Raja’s Seat,karnataka,nature,4.3,oct-mar,viewpoint,southern,1.5,4.4,low
335,Talakaveri,karnataka,religious,4.1,oct-mar,religious site,southern,2,4.5,low
336,Iruppu Falls,karnataka,nature,4.2,sep-jan,waterfall,southern,2,4.6,medium
337,Nagarhole National Park,karnataka,wildlife,4.6,oct-mar,national park,southern,5,4.7,medium
338,Dharmasthala Temple,karnataka,religious,4.7,oct-mar,temple,southern,2,4.7,low
339,Shravanabelagola,karnataka,religious,4.4,oct-mar,religious site,southern,3,4.6,low
340,Gokarna Main Beach,karnataka,nature,4.6,oct-mar,beach,southern,3,4.5,low
341,Half Moon Beach Gokarna,karnataka,nature,4.2,oct-mar,beach,southern,2.5,4.6,low
342,Yana Caves,karnataka,nature,4.3,oct-mar,cave,southern,3,4.6,low
343,Apsara Konda Falls,karnataka,nature,3.9,sep-jan,waterfall,southern,2,4.4,medium
344,Jogimatti Peak,karnataka,nature,4,oct-mar,mountain peak,southern,3,4.4,medium
345,Bhadra Wildlife Sanctuary,karnataka,wildlife,4.3,oct-mar,wildlife sanctuary,southern,4,4.6,medium
346,Dandeli Wildlife Sanctuary,karnataka,wildlife,4.4,oct-mar,wildlife sanctuary,southern,4,4.6,medium
347,Syntheri Rocks,karnataka,nature,4,oct-mar,natural feature,southern,2,4.4,medium
348,Supa Dam,karnataka,city,3.9,oct-feb,dam,southern,1.5,4.3,medium
349,Anshi National Park,karnataka,wildlife,4.3,oct-mar,national park,southern,5,4.6,medium
350,Devbagh Beach,karnataka,nature,4.2,oct-mar,beach,southern,3,4.5,low
351,Karwar Beach,karnataka,nature,4.3,oct-mar,beach,southern,3,4.5,low
352,Sadashivgad Fort,karnataka,historical,4.1,oct-mar,fort,southern,2,4.4,medium
353,Mirjan Fort,karnataka,historical,4.2,oct-mar,fort,southern,2,4.5,medium
354,Chandragutti Fort,karnataka,historical,3.8,oct-mar,fort,southern,2,4.3,medium
355,Kavaledurga Fort,karnataka,historical,3.9,oct-mar,fort,southern,3,4.4,medium
356,Madikeri Fort,karnataka,historical,4.2,oct-mar,fort,southern,1.5,4.4,medium
357,Abbey Viewpoint,karnataka,nature,4.3,oct-mar,viewpoint,southern,1,4.5,low
358,Mandalpatti Peak,karnataka,nature,4.5,oct-mar,mountain peak,southern,3,4.6,medium
359,Raja’s Tomb Madikeri,karnataka,historical,4,oct-mar,monument,southern,1.5,4.4,medium
360,Harangi Dam,karnataka,city,3.8,oct-feb,dam,southern,1.5,4.3,medium
361,Chelavara Falls,karnataka,nature,4.2,sep-jan,waterfall,southern,2,4.5,medium
362,Mallalli Falls,karnataka,nature,4.4,sep-jan,waterfall,southern,2.5,4.6,medium
363,Honnamana Kere Lake,karnataka,nature,4.1,oct-mar,lake,southern,1.5,4.4,low
364,Talacauvery Wildlife Sanctuary,karnataka,wildlife,4.2,oct-mar,wildlife sanctuary,southern,4,4.5,medium
365,Chitradurga Fort,karnataka,historical,4.6,oct-mar,fort,southern,3,4.7,medium
366,Valley of Flowers National Park,uttarakhand,wildlife,4.7,jul-sep,national park,northern,5,4.8,medium
367,Hemkund Sahib,uttarakhand,religious,4.6,jun-sep,gurudwara,northern,4,4.8,low
368,Auli Ropeway,uttarakhand,city,4.5,dec-mar,adventure,northern,2,4.6,high
369,Joshimath,uttarakhand,city,4.2,mar-jun,hill town,northern,3,4.4,medium
370,Narsingh Temple Joshimath,uttarakhand,religious,4.3,mar-jun,temple,northern,1.5,4.5,low
371,Kalpeshwar Temple,uttarakhand,religious,4.2,apr-oct,temple,northern,2,4.5,low
372,Chopta,uttarakhand,nature,4.6,mar-jun,valley,northern,3,4.7,medium
373,Deoria Tal Lake,uttarakhand,nature,4.7,apr-jun,lake,northern,3,4.8,low
374,Tungnath Chandrashila Trek,uttarakhand,adventure,4.8,apr-jun,trekking,northern,5,4.9,high
375,Mandakini River,uttarakhand,city,4.3,mar-jun,river,northern,1.5,4.4,low
376,Ukhimath,uttarakhand,religious,4.1,mar-jun,religious site,northern,2,4.3,low
377,Rudranath Temple,uttarakhand,religious,4.4,may-oct,temple,northern,4,4.6,low
378,Vasuki Tal,uttarakhand,nature,4.2,jun-sep,lake,northern,3,4.5,low
379,Pindari Glacier Trek,uttarakhand,adventure,4.6,may-oct,trekking,northern,6,4.7,high
380,Kausani Tea Estate,uttarakhand,city,4.4,mar-jun,plantation,northern,2,4.5,medium
381,Baijnath Temple,uttarakhand,religious,4.3,mar-jun,temple,northern,1.5,4.5,low
382,Binsar Zero Point,uttarakhand,nature,4.5,mar-jun,viewpoint,northern,2,4.6,low
383,Munsiyari,uttarakhand,city,4.6,mar-jun,hill town,northern,3,4.7,medium
384,Darkot Village,uttarakhand,city,4,mar-jun,village,northern,1.5,4.3,medium
385,Askot Wildlife Sanctuary,uttarakhand,wildlife,4.2,mar-jun,wildlife sanctuary,northern,4,4.4,medium
386,Buxa Tiger Reserve,west bengal,wildlife,4.4,oct-apr,wildlife sanctuary,eastern,5,4.6,medium
387,Jayanti River,west bengal,city,4.2,oct-mar,river,eastern,1.5,4.4,low
388,Chilapata Forest,west bengal,city,4.1,oct-mar,forest,eastern,3,4.4,medium
389,Gajoldoba Barrage,west bengal,nature,4.3,oct-mar,scenic point,eastern,2,4.5,medium
390,Lataguri,west bengal,city,4.2,oct-apr,wildlife hub,eastern,3,4.4,medium
391,Samsing,west bengal,city,4.1,oct-mar,hill town,eastern,2,4.3,medium
392,Suntalekhola,west bengal,city,4,oct-mar,village,eastern,2,4.3,medium
393,Bindu,west bengal,nature,4,oct-mar,scenic point,eastern,1.5,4.2,medium
394,Lepchajagat,west bengal,city,4.3,oct-mar,hill station,eastern,3,4.5,medium
395,Tinchuley,west bengal,city,4.2,oct-mar,village,eastern,2,4.4,medium
396,Lava Monastery,west bengal,religious,4.5,oct-mar,monastery,eastern,1.5,4.6,medium
397,Rishyap,west bengal,city,4.4,oct-mar,hill village,eastern,2,4.6,medium
398,Neora Valley National Park,west bengal,wildlife,4.6,oct-apr,national park,eastern,5,4.7,medium
399,Pedong,west bengal,city,4,oct-mar,hill town,eastern,2,4.2,medium
400,Kolakham,west bengal,city,4.3,oct-mar,village,eastern,2,4.5,medium
401,Sajnekhali Watch Tower,west bengal,city,4.4,nov-mar,wildlife viewpoint,eastern,2,4.6,medium
402,Dobanki Canopy Walk,west bengal,city,4.5,nov-mar,nature walk,eastern,2,4.7,medium
403,Henry Island,west bengal,nature,4.2,oct-mar,beach,eastern,3,4.4,low
404,Junput Beach,west bengal,nature,4.1,oct-mar,beach,eastern,2.5,4.3,low
405,Shantiniketan Sonajhuri Haat,west bengal,city,4.6,nov-feb,cultural market,eastern,2,4.7,medium
406,Vantawng Falls,mizoram,nature,4.6,oct-mar,waterfall,north eastern,2.5,4.7,medium
407,Phawngpui Blue Mountain,mizoram,nature,4.7,oct-mar,mountain peak,north eastern,4,4.8,medium
408,Reiek Peak,mizoram,nature,4.5,oct-mar,hill,north eastern,3,4.6,medium
409,Dampa Tiger Reserve,mizoram,wildlife,4.4,nov-mar,wildlife sanctuary,north eastern,5,4.6,medium
410,Tam Dil Lake,mizoram,nature,4.3,oct-mar,lake,north eastern,2,4.5,low
411,Palak Dil Lake,mizoram,nature,4.2,oct-mar,lake,north eastern,2,4.4,low
412,Lushai Hills,mizoram,city,4.4,oct-mar,hill range,north eastern,3,4.6,medium
413,Murlen National Park,mizoram,wildlife,4.3,nov-mar,national park,north eastern,4,4.5,medium
414,Hmuifang Hill,mizoram,nature,4.4,oct-mar,hill,north eastern,2.5,4.5,medium
415,Chhimtuipui River,mizoram,city,4.1,oct-mar,river,north eastern,1.5,4.3,low
416,Lunglei Town Viewpoint,mizoram,nature,4,oct-mar,viewpoint,north eastern,1,4.2,low
417,Thorangtlang Wildlife Sanctuary,mizoram,wildlife,4.2,nov-mar,wildlife sanctuary,north eastern,4,4.4,medium
418,Tuirihiau Falls,mizoram,nature,4.5,oct-mar,waterfall,north eastern,2,4.6,medium
419,Khawnglung Wildlife Sanctuary,mizoram,wildlife,4.1,nov-mar,wildlife sanctuary,north eastern,4,4.3,medium
420,Mizoram State Museum,mizoram,cultural,4.3,oct-mar,museum,north eastern,1.5,4.4,medium
421,Solomon’s Temple Aizawl,mizoram,religious,4.6,oct-mar,religious site,north eastern,1.5,4.7,low
422,Falkawn Village,mizoram,city,4.2,oct-mar,village,north eastern,2,4.4,medium
423,Chawngchilhi Cave,mizoram,nature,4.1,oct-mar,cave,north eastern,2,4.3,low
424,Saiha Town,mizoram,city,4,oct-mar,hill town,north eastern,2,4.2,medium
425,Zobawk Sports Academy Viewpoint,mizoram,nature,4.1,oct-mar,scenic point,north eastern,1.5,4.3,medium
426,Dal Lake Shikara Ride,jammu and kashmir,nature,4.8,apr-oct,lake,northern,2,4.7,low
427,Nigeen Lake,jammu and kashmir,nature,4.6,apr-oct,lake,northern,2,4.6,low
428,Mughal Gardens Srinagar,jammu and kashmir,city,4.7,apr-oct,garden,northern,2,4.6,low
429,Pari Mahal,jammu and kashmir,historical,4.5,apr-oct,monument,northern,1.5,4.5,medium
430,Hazratbal Shrine,jammu and kashmir,religious,4.7,apr-oct,religious site,northern,1.5,4.7,low
431,Shankaracharya Temple Srinagar,jammu and kashmir,religious,4.8,apr-oct,temple,northern,2,4.7,low
432,Dachigam National Park,jammu and kashmir,wildlife,4.6,may-oct,national park,northern,4,4.6,medium
433,Sonamarg Meadow,jammu and kashmir,nature,4.7,may-sep,valley,northern,3,4.7,medium
434,Thajiwas Glacier,jammu and kashmir,city,4.6,may-sep,glacier,northern,3,4.6,medium
435,Baltal Valley,jammu and kashmir,nature,4.4,jun-sep,valley,northern,2.5,4.4,medium
436,Gulmarg Gondola,jammu and kashmir,city,4.8,dec-mar,adventure,northern,3,4.8,high
437,Apharwat Peak,jammu and kashmir,nature,4.7,dec-mar,mountain peak,northern,3,4.7,medium
438,Khilanmarg,jammu and kashmir,city,4.6,mar-jun,meadow,northern,2.5,4.6,medium
439,Betaab Valley Pahalgam,jammu and kashmir,nature,4.7,apr-oct,valley,northern,3,4.6,medium
440,Aru Valley,jammu and kashmir,nature,4.6,apr-oct,valley,northern,3,4.6,medium
441,Baisaran Valley,jammu and kashmir,city,4.8,apr-oct,meadow,northern,2.5,4.7,medium
442,Sheshnag Lake,jammu and kashmir,nature,4.5,jun-sep,lake,northern,2,4.5,low
443,Amarnath Base Camp Baltal,jammu and kashmir,city,4.6,jul-aug,pilgrimage site,northern,4,4.6,medium
444,Verinag Spring,jammu and kashmir,city,4.4,apr-oct,spring,northern,1.5,4.4,medium
445,Kokernag Botanical Garden,jammu and kashmir,city,4.5,apr-oct,garden,northern,2,4.5,low
446,Kumbhalgarh Fort,rajasthan,historical,4.7,oct-mar,fort,western,3,4.8,medium
447,Ranakpur Jain Temple,rajasthan,religious,4.7,oct-mar,temple,western,2.5,4.8,low
448,Nahargarh Biological Park,rajasthan,wildlife,4.3,oct-mar,wildlife sanctuary,western,4,4.5,medium
449,Jal Mahal Jaipur,rajasthan,historical,4.5,oct-mar,monument,western,1.5,4.4,medium
450,Sisodia Rani Garden,rajasthan,city,4.2,oct-mar,garden,western,1.5,4.4,low
451,Gaitore Ki Chhatriyan,rajasthan,historical,4.3,oct-mar,memorial,western,1.5,4.5,low
452,Mandawa Fort,rajasthan,historical,4.4,oct-mar,fort,western,2,4.6,medium
453,Tal Chhapar Blackbuck Sanctuary,rajasthan,wildlife,4.4,oct-mar,wildlife sanctuary,western,4,4.6,medium
454,Khuri Sand Dunes,rajasthan,city,4.5,oct-mar,desert,western,3,4.6,medium
455,Desert National Park,rajasthan,wildlife,4.3,oct-mar,national park,western,5,4.5,medium
456,Bhandasar Jain Temple,rajasthan,religious,4.4,oct-mar,temple,western,1.5,4.6,low
457,Junagarh Fort Bikaner,rajasthan,historical,4.6,oct-mar,fort,western,2.5,4.7,medium
458,Karni Mata Temple,rajasthan,religious,4.5,oct-mar,temple,western,2,4.6,low
459,Menal Waterfall,rajasthan,nature,4.2,jul-sep,waterfall,western,2,4.4,medium
460,Keoladeo Ghana Bird Sanctuary,rajasthan,wildlife,4.6,oct-mar,bird sanctuary,western,4,4.7,medium
461,Sambhar Salt Lake,rajasthan,nature,4.3,oct-mar,lake,western,2.5,4.5,low
462,Talakona Stepwell,rajasthan,city,4.1,oct-mar,stepwell,western,1.5,4.3,medium
463,Chand Baori Abhaneri,rajasthan,city,4.8,oct-mar,stepwell,western,2,4.8,medium
464,Fateh Sagar Lake Udaipur,rajasthan,nature,4.6,oct-mar,lake,western,2,4.6,low
465,Sajjangarh Monsoon Palace,rajasthan,historical,4.5,oct-mar,palace,western,2,4.6,medium
466,Wagah Border Ceremony,punjab,city,4.8,oct-mar,border crossing,northern,2,4.7,medium
467,Golden Temple Museum,punjab,cultural,4.6,oct-mar,museum,northern,1.5,4.6,medium
468,Rambagh Gardens,punjab,city,4.4,oct-mar,garden,northern,2,4.5,low
469,Durgiana Temple,punjab,religious,4.5,oct-mar,temple,northern,1.5,4.6,low
470,Harike Wetland,punjab,wildlife,4.2,nov-mar,bird sanctuary,northern,3,4.4,medium
471,Qila Mubarak Patiala,punjab,historical,4.4,oct-mar,fort,northern,2,4.5,medium
472,Sheesh Mahal Patiala,punjab,historical,4.5,oct-mar,palace,northern,2,4.6,medium
473,Baradari Gardens Patiala,punjab,city,4.3,oct-mar,garden,northern,1.5,4.4,low
474,Fateh Burj Chappar Chiri,punjab,historical,4.3,oct-mar,memorial,northern,1,4.4,low
475,Virasat-e-Khalsa,punjab,city,4.7,oct-mar,cultural museum,northern,2,4.8,medium
476,Ropar Wetland,punjab,city,4.1,nov-mar,wetland,northern,3,4.3,medium
477,Kila Raipur Sports Festival Ground,punjab,city,4.2,feb-mar,cultural site,northern,2,4.4,medium
478,Devi Talab Mandir,punjab,religious,4.5,oct-mar,temple,northern,1.5,4.6,low
479,Pushpa Gujral Science City,punjab,city,4.4,oct-mar,science center,northern,2,4.5,medium
480,Shahpur Kandi Fort,punjab,historical,4.1,oct-mar,fort,northern,2,4.3,medium
481,Mukteshwar Mahadev Temple Pathankot,punjab,religious,4.4,oct-mar,temple,northern,1.5,4.6,low
482,Kathgarh Temple,punjab,religious,4.3,oct-mar,temple,northern,1.5,4.5,low
483,Chhatbir Zoo,punjab,wildlife,4.5,oct-mar,zoo,northern,3,4.6,medium
484,Rose Garden Ludhiana,punjab,city,4.2,feb-mar,park,northern,1.5,4.4,low
485,Thunder Zone Amusement Park,punjab,entertainment,4.1,oct-mar,amusement park,northern,3,4.3,high
486,Thiruchendur Murugan Temple,tamil nadu,religious,4.7,oct-mar,temple,southern,2,4.7,low
487,Courtallam Five Falls,tamil nadu,nature,4.6,sep-jan,waterfall,southern,2.5,4.6,medium
488,Pamban Bridge,tamil nadu,city,4.6,oct-mar,bridge,southern,1,4.6,medium
489,Thanjavur Palace,tamil nadu,historical,4.5,oct-mar,palace,southern,2,4.6,medium
490,Vattakanal,tamil nadu,city,4.4,oct-mar,hill village,southern,3,4.5,medium
491,Kolukkumalai Tea Estate,tamil nadu,city,4.7,sep-mar,plantation,southern,3,4.7,medium
492,Meghamalai Hills,tamil nadu,city,4.6,oct-mar,hill range,southern,3,4.6,medium
493,Sirumalai Hills,tamil nadu,nature,4.4,oct-mar,hill,southern,2.5,4.5,medium
494,Chitrangudi Bird Sanctuary,tamil nadu,wildlife,4.2,nov-mar,bird sanctuary,southern,3,4.4,medium
495,Puliyancholai Falls,tamil nadu,nature,4.3,sep-jan,waterfall,southern,2,4.5,medium
496,Gingee Hills,tamil nadu,nature,4.3,oct-mar,hill,southern,2,4.4,medium
497,Arignar Anna Zoological Park,tamil nadu,wildlife,4.6,oct-mar,zoo,southern,4,4.6,medium
498,Tharangambadi Danish Fort,tamil nadu,historical,4.4,oct-mar,fort,southern,2,4.5,medium
499,Manjolai Hills,tamil nadu,nature,4.1,oct-mar,hill,southern,3,4.3,medium
500,Valparai Tea Plantations,tamil nadu,city,4.6,sep-mar,plantation,southern,3,4.6,medium
